<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
HDFCBANK,04/06/2021,10:23:00,1442.55,1444.00,1442.00,1443.10,38793,0
HDFCBANK,04/06/2021,10:24:00,1443.25,1443.95,1442.70,1443.70,15561,0
HDFCBANK,04/06/2021,10:25:00,1443.05,1444.55,1443.05,1444.20,17012,0
HDFCBANK,04/06/2021,10:26:00,1444.10,1446.90,1444.10,1446.70,18160,0
HDFCBANK,04/06/2021,10:27:00,1446.85,1447.00,1446.20,1446.90,10066,0
HDFCBANK,04/06/2021,10:28:00,1446.95,1448.90,1446.25,1448.00,13340,0
HDFCBANK,04/06/2021,10:29:00,1447.80,1448.95,1447.30,1448.50,10766,0
HDFCBANK,04/06/2021,10:30:00,1448.70,1448.75,1445.80,1448.00,11783,0
HDFCBANK,04/06/2021,10:31:00,1448.85,1450.30,1448.10,1450.30,22671,0
HDFCBANK,04/06/2021,10:32:00,1449.40,1450.10,1447.35,1448.10,17677,0
HDFCBANK,04/06/2021,10:33:00,1449.00,1449.20,1448.05,1449.00,4877,0
HDFCBANK,04/06/2021,10:34:00,1449.00,1449.00,1447.50,1447.50,5616,0
HDFCBANK,04/06/2021,10:35:00,1448.15,1448.15,1447.30,1447.35,6252,0
HDFCBANK,04/06/2021,10:36:00,1447.50,1449.50,1447.50,1448.75,9807,0
HDFCBANK,04/06/2021,10:37:00,1448.45,1449.15,1448.00,1448.80,5904,0
HDFCBANK,04/06/2021,10:38:00,1448.80,1449.80,1448.45,1448.70,11392,0
HDFCBANK,04/06/2021,10:39:00,1448.70,1450.00,1448.70,1449.70,10165,0
HDFCBANK,04/06/2021,10:40:00,1449.80,1452.85,1449.80,1451.50,33212,0
HDFCBANK,04/06/2021,10:41:00,1451.55,1452.80,1451.15,1452.00,19401,0
HDFCBANK,04/06/2021,10:42:00,1452.25,1452.65,1451.85,1452.10,16214,0
HDFCBANK,04/06/2021,10:43:00,1452.00,1452.90,1451.85,1452.70,19929,0
HDFCBANK,04/06/2021,10:44:00,1452.00,1454.10,1451.85,1453.55,13369,0
HDFCBANK,04/06/2021,10:45:00,1453.65,1454.25,1453.00,1453.45,8902,0
HDFCBANK,04/06/2021,10:46:00,1453.00,1453.45,1452.80,1453.40,7709,0
HDFCBANK,04/06/2021,10:47:00,1453.00,1453.40,1451.85,1451.85,10927,0
HDFCBANK,04/06/2021,10:48:00,1451.85,1452.60,1451.40,1452.20,10646,0
HDFCBANK,04/06/2021,10:49:00,1452.40,1453.00,1451.60,1451.80,8992,0
HDFCBANK,04/06/2021,10:50:00,1452.00,1452.00,1451.20,1451.40,5121,0
HDFCBANK,04/06/2021,10:51:00,1451.35,1451.60,1451.00,1451.15,7191,0
HDFCBANK,04/06/2021,10:52:00,1451.10,1451.75,1451.00,1451.00,4949,0
HDFCBANK,04/06/2021,10:53:00,1451.55,1451.80,1451.00,1451.70,5400,0
HDFCBANK,04/06/2021,10:54:00,1451.15,1452.00,1451.00,1451.25,5656,0
HDFCBANK,04/06/2021,10:55:00,1451.25,1451.75,1451.00,1451.75,4221,0
HDFCBANK,04/06/2021,10:56:00,1452.20,1453.95,1452.10,1453.45,17074,0
HDFCBANK,04/06/2021,10:57:00,1453.05,1453.75,1453.00,1453.30,4892,0
HDFCBANK,04/06/2021,10:58:00,1453.70,1453.70,1453.10,1453.50,4120,0
HDFCBANK,04/06/2021,10:59:00,1453.50,1453.50,1452.50,1452.50,6386,0
HDFCBANK,04/06/2021,11:00:00,1452.50,1453.50,1452.30,1453.00,5197,0
HDFCBANK,04/06/2021,11:01:00,1453.00,1454.00,1453.00,1454.00,10822,0
HDFCBANK,04/06/2021,11:02:00,1454.30,1454.95,1453.45,1454.00,17634,0
HDFCBANK,04/06/2021,11:03:00,1454.00,1454.35,1453.00,1453.45,6647,0
HDFCBANK,04/06/2021,11:04:00,1453.45,1454.00,1452.80,1453.85,4516,0
HDFCBANK,04/06/2021,11:05:00,1453.85,1454.00,1453.00,1453.60,5768,0
HDFCBANK,04/06/2021,11:06:00,1453.80,1453.90,1450.55,1450.90,13121,0
HDFCBANK,04/06/2021,11:07:00,1450.80,1452.20,1450.65,1451.70,8477,0
HDFCBANK,04/06/2021,11:08:00,1451.60,1452.75,1451.60,1451.95,7396,0
HDFCBANK,04/06/2021,11:09:00,1451.95,1452.40,1451.00,1452.40,6457,0
HDFCBANK,04/06/2021,11:10:00,1452.35,1457.00,1452.00,1455.55,50482,0
HDFCBANK,04/06/2021,11:11:00,1455.45,1455.60,1454.50,1454.85,8655,0
HDFCBANK,04/06/2021,11:12:00,1454.90,1456.50,1454.60,1456.20,10802,0
HDFCBANK,04/06/2021,11:13:00,1455.95,1456.00,1454.20,1454.20,20202,0
HDFCBANK,04/06/2021,11:14:00,1454.40,1454.90,1454.00,1454.00,17186,0
HDFCBANK,04/06/2021,11:15:00,1454.40,1454.50,1453.80,1454.50,11773,0
HDFCBANK,04/06/2021,11:16:00,1454.50,1455.00,1453.70,1454.00,24660,0
HDFCBANK,04/06/2021,11:17:00,1454.00,1455.00,1454.00,1455.00,19942,0
HDFCBANK,04/06/2021,11:18:00,1455.00,1456.80,1454.70,1455.75,24486,0
HDFCBANK,04/06/2021,11:19:00,1455.10,1455.90,1454.70,1454.95,15394,0
HDFCBANK,04/06/2021,11:20:00,1454.95,1455.65,1454.40,1454.55,5918,0
HDFCBANK,04/06/2021,11:21:00,1454.50,1455.25,1454.10,1454.90,7189,0
HDFCBANK,04/06/2021,11:22:00,1454.95,1455.45,1454.10,1455.45,6852,0
HDFCBANK,04/06/2021,11:23:00,1455.45,1455.50,1454.55,1455.00,6988,0
HDFCBANK,04/06/2021,11:24:00,1455.10,1455.80,1454.80,1454.85,6906,0
HDFCBANK,04/06/2021,11:25:00,1454.95,1456.00,1454.65,1455.05,10330,0
HDFCBANK,04/06/2021,11:26:00,1455.05,1455.40,1453.30,1453.40,11609,0
HDFCBANK,04/06/2021,11:27:00,1453.55,1453.60,1452.25,1452.25,14216,0
HDFCBANK,04/06/2021,11:28:00,1452.65,1453.95,1452.15,1453.70,5008,0
HDFCBANK,04/06/2021,11:29:00,1453.25,1453.85,1452.85,1453.00,4337,0
HDFCBANK,04/06/2021,11:30:00,1453.25,1453.50,1452.30,1453.10,4891,0
HDFCBANK,04/06/2021,11:31:00,1453.05,1453.45,1452.50,1452.60,5473,0
HDFCBANK,04/06/2021,11:32:00,1453.00,1453.35,1452.50,1453.15,2625,0
HDFCBANK,04/06/2021,11:33:00,1453.00,1453.15,1451.00,1451.75,15267,0
HDFCBANK,04/06/2021,11:34:00,1451.75,1451.80,1450.00,1450.45,24506,0
HDFCBANK,04/06/2021,11:35:00,1450.45,1451.60,1450.45,1451.55,7899,0
HDFCBANK,04/06/2021,11:36:00,1451.00,1451.35,1448.95,1449.80,24649,0
HDFCBANK,04/06/2021,11:37:00,1449.40,1450.40,1449.05,1449.60,16837,0
HDFCBANK,04/06/2021,11:38:00,1449.60,1450.00,1449.20,1449.95,7629,0
HDFCBANK,04/06/2021,11:39:00,1449.95,1451.05,1449.70,1450.15,22276,0
HDFCBANK,04/06/2021,11:40:00,1450.50,1451.40,1450.00,1451.15,10259,0
HDFCBANK,04/06/2021,11:41:00,1451.35,1451.50,1450.00,1450.70,6893,0
HDFCBANK,04/06/2021,11:42:00,1450.70,1451.20,1450.00,1451.20,9345,0
HDFCBANK,04/06/2021,11:43:00,1451.20,1451.50,1449.05,1449.55,16135,0
HDFCBANK,04/06/2021,11:44:00,1449.50,1449.95,1449.10,1449.90,4291,0
HDFCBANK,04/06/2021,11:45:00,1449.90,1450.70,1449.75,1450.45,8484,0
HDFCBANK,04/06/2021,11:46:00,1450.45,1450.70,1450.00,1450.35,2976,0
HDFCBANK,04/06/2021,11:47:00,1450.80,1450.80,1448.25,1448.55,13415,0
HDFCBANK,04/06/2021,11:48:00,1449.15,1449.15,1448.15,1449.00,9657,0
HDFCBANK,04/06/2021,11:49:00,1449.00,1449.05,1446.65,1448.25,17389,0
HDFCBANK,04/06/2021,11:50:00,1448.50,1450.00,1448.25,1449.85,10875,0
HDFCBANK,04/06/2021,11:51:00,1449.30,1449.85,1448.65,1449.40,4145,0
HDFCBANK,04/06/2021,11:52:00,1449.40,1449.85,1449.00,1449.45,5667,0
HDFCBANK,04/06/2021,11:53:00,1449.60,1451.00,1449.05,1450.50,16200,0
HDFCBANK,04/06/2021,11:54:00,1451.20,1451.20,1450.00,1450.00,3594,0
HDFCBANK,04/06/2021,11:55:00,1450.20,1451.00,1449.60,1450.95,2753,0
HDFCBANK,04/06/2021,11:56:00,1450.95,1452.10,1450.55,1451.85,12502,0
HDFCBANK,04/06/2021,11:57:00,1451.80,1452.40,1451.00,1451.45,5984,0
HDFCBANK,04/06/2021,11:58:00,1451.60,1451.70,1450.55,1451.00,5503,0
HDFCBANK,04/06/2021,11:59:00,1451.05,1451.50,1450.05,1450.30,3316,0
HDFCBANK,04/06/2021,12:00:00,1450.30,1451.00,1450.25,1450.40,3978,0
HDFCBANK,04/06/2021,12:01:00,1450.15,1450.15,1448.05,1448.85,20928,0
HDFCBANK,04/06/2021,12:02:00,1448.85,1449.90,1448.50,1449.80,11321,0
HDFCBANK,04/06/2021,12:03:00,1449.80,1451.00,1449.60,1450.60,7814,0
HDFCBANK,04/06/2021,12:04:00,1450.50,1450.65,1449.65,1449.95,4880,0
HDFCBANK,04/06/2021,12:05:00,1449.90,1449.95,1449.00,1449.45,3527,0
HDFCBANK,04/06/2021,12:06:00,1449.00,1450.30,1449.00,1449.65,3472,0
HDFCBANK,04/06/2021,12:07:00,1449.10,1449.95,1449.10,1449.70,2526,0
HDFCBANK,04/06/2021,12:08:00,1449.70,1450.50,1449.65,1450.25,2520,0
HDFCBANK,04/06/2021,12:09:00,1450.25,1451.00,1450.00,1450.30,7741,0
HDFCBANK,04/06/2021,12:10:00,1450.30,1450.95,1450.00,1450.00,4059,0
HDFCBANK,04/06/2021,12:11:00,1450.20,1451.15,1450.00,1450.30,4632,0
HDFCBANK,04/06/2021,12:12:00,1450.25,1451.20,1450.00,1450.65,3085,0
HDFCBANK,04/06/2021,12:13:00,1450.20,1450.95,1450.00,1450.20,6023,0
HDFCBANK,04/06/2021,12:14:00,1450.20,1451.10,1450.00,1450.30,4731,0
HDFCBANK,04/06/2021,12:15:00,1450.20,1452.20,1450.15,1451.15,12751,0
HDFCBANK,04/06/2021,12:16:00,1450.70,1451.45,1450.35,1451.05,12202,0
HDFCBANK,04/06/2021,12:17:00,1451.10,1451.45,1450.50,1450.50,6461,0
HDFCBANK,04/06/2021,12:18:00,1450.40,1450.60,1449.50,1450.40,13744,0
HDFCBANK,04/06/2021,12:19:00,1449.80,1450.10,1448.60,1448.95,6419,0
HDFCBANK,04/06/2021,12:20:00,1448.95,1448.95,1447.05,1447.25,15640,0
HDFCBANK,04/06/2021,12:21:00,1447.15,1448.65,1447.10,1448.50,8314,0
HDFCBANK,04/06/2021,12:22:00,1448.20,1448.20,1447.00,1447.00,6592,0
HDFCBANK,04/06/2021,12:23:00,1447.10,1447.10,1445.60,1446.70,23602,0
HDFCBANK,04/06/2021,12:24:00,1446.65,1446.70,1446.15,1446.40,7319,0
HDFCBANK,04/06/2021,12:25:00,1446.55,1446.65,1444.55,1445.00,30016,0
HDFCBANK,04/06/2021,12:26:00,1445.15,1446.40,1444.55,1445.95,11157,0
HDFCBANK,04/06/2021,12:27:00,1446.00,1446.30,1445.15,1445.85,10455,0
HDFCBANK,04/06/2021,12:28:00,1445.45,1446.45,1445.45,1446.10,7448,0
HDFCBANK,04/06/2021,12:29:00,1446.40,1447.45,1445.90,1446.05,13796,0
HDFCBANK,04/06/2021,12:30:00,1446.00,1447.90,1446.00,1447.10,10699,0
HDFCBANK,04/06/2021,12:31:00,1446.80,1447.85,1446.45,1447.35,8427,0
HDFCBANK,04/06/2021,12:32:00,1447.10,1447.10,1446.35,1446.35,6365,0
HDFCBANK,04/06/2021,12:33:00,1446.35,1446.40,1444.00,1444.20,20487,0
HDFCBANK,04/06/2021,12:34:00,1444.70,1445.45,1444.00,1444.20,13279,0
HDFCBANK,04/06/2021,12:35:00,1444.15,1444.40,1443.00,1443.90,17927,0
HDFCBANK,04/06/2021,12:36:00,1443.80,1443.80,1441.00,1441.00,38559,0
HDFCBANK,04/06/2021,12:37:00,1441.25,1441.25,1439.00,1440.70,64481,0
HDFCBANK,04/06/2021,12:38:00,1440.10,1442.35,1440.00,1442.35,17371,0
HDFCBANK,04/06/2021,12:39:00,1442.35,1442.90,1441.50,1442.60,11338,0
HDFCBANK,04/06/2021,12:40:00,1442.60,1442.70,1442.00,1442.60,8787,0
HDFCBANK,04/06/2021,12:41:00,1442.15,1442.60,1441.25,1442.00,9528,0
HDFCBANK,04/06/2021,12:42:00,1441.95,1441.95,1439.05,1439.70,21352,0
HDFCBANK,04/06/2021,12:43:00,1439.70,1440.55,1438.75,1439.85,19071,0
HDFCBANK,04/06/2021,12:44:00,1439.15,1439.85,1437.00,1437.65,37918,0
HDFCBANK,04/06/2021,12:45:00,1437.25,1437.70,1435.10,1435.90,42812,0
HDFCBANK,04/06/2021,12:46:00,1435.30,1440.60,1435.10,1440.35,39727,0
HDFCBANK,04/06/2021,12:47:00,1440.05,1440.65,1439.30,1439.90,21658,0
HDFCBANK,04/06/2021,12:48:00,1439.65,1440.70,1438.25,1438.35,47287,0
HDFCBANK,04/06/2021,12:49:00,1438.60,1439.00,1437.35,1438.55,14515,0
HDFCBANK,04/06/2021,12:50:00,1438.55,1438.55,1436.30,1436.95,17355,0
HDFCBANK,04/06/2021,12:51:00,1436.90,1438.30,1436.65,1438.30,12750,0
HDFCBANK,04/06/2021,12:52:00,1438.80,1438.90,1437.55,1438.00,16139,0
HDFCBANK,04/06/2021,12:53:00,1438.10,1439.25,1438.10,1439.20,13530,0
HDFCBANK,04/06/2021,12:54:00,1439.20,1439.50,1438.70,1439.20,12776,0
HDFCBANK,04/06/2021,12:55:00,1439.20,1439.20,1438.05,1438.05,12581,0
HDFCBANK,04/06/2021,12:56:00,1438.25,1439.20,1437.75,1438.80,17418,0
HDFCBANK,04/06/2021,12:57:00,1438.50,1438.55,1438.00,1438.05,9713,0
HDFCBANK,04/06/2021,12:58:00,1438.00,1438.15,1437.20,1437.35,12453,0
HDFCBANK,04/06/2021,12:59:00,1437.40,1437.75,1437.00,1437.50,13155,0
HDFCBANK,04/06/2021,13:00:00,1437.60,1437.95,1436.00,1436.15,25429,0
HDFCBANK,04/06/2021,13:01:00,1436.15,1437.45,1436.00,1437.30,11325,0
HDFCBANK,04/06/2021,13:02:00,1437.25,1439.20,1436.60,1439.00,17098,0
HDFCBANK,04/06/2021,13:03:00,1439.00,1439.00,1438.15,1438.30,8432,0
HDFCBANK,04/06/2021,13:04:00,1438.35,1439.15,1438.30,1438.55,12806,0
HDFCBANK,04/06/2021,13:05:00,1438.55,1438.60,1437.55,1438.45,11354,0
HDFCBANK,04/06/2021,13:06:00,1438.35,1442.40,1438.10,1441.10,28923,0
HDFCBANK,04/06/2021,13:07:00,1441.05,1443.70,1440.10,1442.70,44701,0
HDFCBANK,04/06/2021,13:08:00,1443.00,1443.00,1442.10,1442.35,12518,0
HDFCBANK,04/06/2021,13:09:00,1442.35,1443.45,1442.35,1443.20,10572,0
HDFCBANK,04/06/2021,13:10:00,1442.90,1444.00,1442.15,1443.75,17875,0
HDFCBANK,04/06/2021,13:11:00,1444.00,1444.50,1443.00,1443.05,14336,0
HDFCBANK,04/06/2021,13:12:00,1442.80,1443.20,1442.20,1442.85,8335,0
HDFCBANK,04/06/2021,13:13:00,1442.75,1442.90,1441.50,1441.50,11140,0
HDFCBANK,04/06/2021,13:14:00,1441.75,1441.75,1440.00,1440.60,22270,0
HDFCBANK,04/06/2021,13:15:00,1440.55,1441.90,1439.85,1439.85,17524,0
HDFCBANK,04/06/2021,13:16:00,1439.55,1439.90,1438.70,1439.20,9144,0
HDFCBANK,04/06/2021,13:17:00,1439.20,1440.45,1439.15,1439.85,16466,0
HDFCBANK,04/06/2021,13:18:00,1439.50,1439.75,1438.20,1438.80,17356,0
HDFCBANK,04/06/2021,13:19:00,1438.50,1439.00,1438.20,1438.45,12311,0
HDFCBANK,04/06/2021,13:20:00,1438.90,1439.75,1438.40,1439.65,8482,0
HDFCBANK,04/06/2021,13:21:00,1439.65,1440.55,1438.60,1438.60,15066,0
HDFCBANK,04/06/2021,13:22:00,1438.60,1439.15,1437.65,1437.65,13619,0
HDFCBANK,04/06/2021,13:23:00,1437.50,1439.00,1437.50,1438.10,8757,0
HDFCBANK,04/06/2021,13:24:00,1438.40,1439.50,1438.10,1438.65,9052,0
HDFCBANK,04/06/2021,13:25:00,1438.60,1439.50,1438.20,1438.70,8095,0
HDFCBANK,04/06/2021,13:26:00,1438.50,1439.45,1437.20,1437.40,20488,0
HDFCBANK,04/06/2021,13:27:00,1437.20,1438.80,1437.20,1438.05,13335,0
HDFCBANK,04/06/2021,13:28:00,1438.05,1438.80,1437.75,1437.75,6977,0
HDFCBANK,04/06/2021,13:29:00,1437.80,1438.05,1437.10,1437.35,9485,0
HDFCBANK,04/06/2021,13:30:00,1437.20,1438.40,1436.90,1438.20,16175,0
HDFCBANK,04/06/2021,13:31:00,1438.25,1439.45,1438.00,1439.00,18103,0
HDFCBANK,04/06/2021,13:32:00,1438.55,1440.55,1438.55,1439.55,29176,0
HDFCBANK,04/06/2021,13:33:00,1439.55,1439.75,1438.20,1438.20,7814,0
HDFCBANK,04/06/2021,13:34:00,1438.20,1438.70,1437.55,1437.90,8910,0
HDFCBANK,04/06/2021,13:35:00,1437.85,1438.55,1437.80,1438.30,7164,0
HDFCBANK,04/06/2021,13:36:00,1438.25,1438.95,1438.15,1438.75,9329,0
HDFCBANK,04/06/2021,13:37:00,1438.75,1439.90,1438.40,1439.30,8404,0
HDFCBANK,04/06/2021,13:38:00,1439.30,1439.40,1438.50,1439.00,6971,0
HDFCBANK,04/06/2021,13:39:00,1438.70,1439.00,1438.05,1438.05,3808,0
HDFCBANK,04/06/2021,13:40:00,1438.05,1438.30,1437.65,1437.65,11416,0
HDFCBANK,04/06/2021,13:41:00,1437.65,1437.95,1436.45,1436.55,51710,0
HDFCBANK,04/06/2021,13:42:00,1436.65,1437.15,1435.60,1437.15,17237,0
HDFCBANK,04/06/2021,13:43:00,1436.85,1437.95,1436.85,1437.15,11496,0
HDFCBANK,04/06/2021,13:44:00,1437.05,1437.40,1435.70,1436.55,17051,0
HDFCBANK,04/06/2021,13:45:00,1436.50,1436.90,1436.00,1436.25,8592,0
HDFCBANK,04/06/2021,13:46:00,1435.65,1436.45,1435.20,1435.95,19012,0
HDFCBANK,04/06/2021,13:47:00,1435.95,1436.05,1435.35,1435.60,11330,0
HDFCBANK,04/06/2021,13:48:00,1435.35,1437.55,1435.35,1437.55,17878,0
HDFCBANK,04/06/2021,13:49:00,1437.70,1439.70,1437.35,1438.30,29641,0
HDFCBANK,04/06/2021,13:50:00,1438.70,1439.20,1438.00,1439.20,11336,0
HDFCBANK,04/06/2021,13:51:00,1439.00,1440.00,1439.00,1439.35,14723,0
HDFCBANK,04/06/2021,13:52:00,1439.00,1439.00,1437.30,1437.30,12940,0
HDFCBANK,04/06/2021,13:53:00,1437.65,1438.00,1437.00,1437.65,5648,0
HDFCBANK,04/06/2021,13:54:00,1437.55,1437.55,1436.45,1437.00,12383,0
HDFCBANK,04/06/2021,13:55:00,1437.05,1437.05,1436.00,1437.00,13325,0
HDFCBANK,04/06/2021,13:56:00,1436.95,1437.00,1436.50,1436.55,7186,0
HDFCBANK,04/06/2021,13:57:00,1436.55,1437.00,1436.00,1436.25,8448,0
HDFCBANK,04/06/2021,13:58:00,1436.45,1437.80,1435.90,1437.35,21599,0
HDFCBANK,04/06/2021,13:59:00,1437.25,1437.75,1436.00,1436.05,9018,0
HDFCBANK,04/06/2021,14:00:00,1436.05,1437.40,1436.00,1436.30,11828,0
HDFCBANK,04/06/2021,14:01:00,1436.55,1437.50,1436.40,1437.25,9578,0
HDFCBANK,04/06/2021,14:02:00,1437.25,1438.00,1436.55,1437.00,14408,0
HDFCBANK,04/06/2021,14:03:00,1437.25,1437.85,1437.05,1437.45,7157,0
HDFCBANK,04/06/2021,14:04:00,1437.25,1437.45,1436.05,1436.30,11232,0
HDFCBANK,04/06/2021,14:05:00,1436.05,1437.20,1436.00,1437.20,10664,0
HDFCBANK,04/06/2021,14:06:00,1437.00,1437.40,1437.00,1437.20,15340,0
HDFCBANK,04/06/2021,14:07:00,1436.80,1437.50,1436.55,1437.15,9394,0
HDFCBANK,04/06/2021,14:08:00,1437.20,1437.45,1436.55,1436.65,7274,0
HDFCBANK,04/06/2021,14:09:00,1436.55,1437.00,1436.50,1436.80,8753,0
HDFCBANK,04/06/2021,14:10:00,1436.80,1439.70,1436.65,1438.25,32912,0
HDFCBANK,04/06/2021,14:11:00,1438.40,1438.45,1437.50,1437.90,12267,0
HDFCBANK,04/06/2021,14:12:00,1437.80,1437.90,1437.00,1437.45,14871,0
HDFCBANK,04/06/2021,14:13:00,1437.45,1437.45,1436.45,1436.45,16338,0
HDFCBANK,04/06/2021,14:14:00,1436.45,1436.65,1436.00,1436.15,13372,0
HDFCBANK,04/06/2021,14:15:00,1436.05,1436.15,1432.65,1434.00,112166,0
HDFCBANK,04/06/2021,14:16:00,1434.00,1436.90,1434.00,1436.25,25452,0
HDFCBANK,04/06/2021,14:17:00,1436.25,1436.25,1435.15,1436.00,12157,0
HDFCBANK,04/06/2021,14:18:00,1436.10,1437.80,1436.10,1437.65,16760,0
HDFCBANK,04/06/2021,14:19:00,1437.35,1439.00,1437.25,1438.05,20521,0
HDFCBANK,04/06/2021,14:20:00,1437.95,1438.30,1437.10,1437.95,12715,0
HDFCBANK,04/06/2021,14:21:00,1437.95,1437.95,1436.05,1436.35,11158,0
HDFCBANK,04/06/2021,14:22:00,1436.35,1437.00,1436.10,1436.35,7456,0
HDFCBANK,04/06/2021,14:23:00,1436.20,1437.55,1436.20,1436.60,9906,0
HDFCBANK,04/06/2021,14:24:00,1436.55,1437.40,1436.15,1436.30,7139,0
HDFCBANK,04/06/2021,14:25:00,1436.30,1437.10,1435.45,1436.70,19007,0
HDFCBANK,04/06/2021,14:26:00,1436.70,1438.00,1436.40,1437.60,15021,0
HDFCBANK,04/06/2021,14:27:00,1437.55,1438.50,1436.75,1437.85,14535,0
HDFCBANK,04/06/2021,14:28:00,1438.30,1438.30,1437.50,1437.70,6781,0
HDFCBANK,04/06/2021,14:29:00,1437.95,1437.95,1437.05,1437.70,10612,0
HDFCBANK,04/06/2021,14:30:00,1437.95,1437.95,1436.35,1436.80,11875,0
HDFCBANK,04/06/2021,14:31:00,1436.85,1437.80,1435.45,1437.55,18606,0
HDFCBANK,04/06/2021,14:32:00,1437.50,1437.55,1436.10,1436.10,7373,0
HDFCBANK,04/06/2021,14:33:00,1436.20,1436.75,1435.55,1436.35,18109,0
HDFCBANK,04/06/2021,14:34:00,1436.35,1437.30,1436.10,1436.75,7705,0
HDFCBANK,04/06/2021,14:35:00,1436.75,1436.75,1436.05,1436.40,7767,0
HDFCBANK,04/06/2021,14:36:00,1436.20,1436.55,1436.00,1436.05,7727,0
HDFCBANK,04/06/2021,14:37:00,1436.20,1436.20,1435.00,1435.35,17416,0
HDFCBANK,04/06/2021,14:38:00,1435.25,1436.55,1435.10,1436.50,20534,0
HDFCBANK,04/06/2021,14:39:00,1436.50,1437.25,1435.25,1436.95,57378,0
HDFCBANK,04/06/2021,14:40:00,1437.00,1437.35,1435.75,1436.95,10387,0
HDFCBANK,04/06/2021,14:41:00,1436.55,1438.85,1436.50,1438.00,17044,0
HDFCBANK,04/06/2021,14:42:00,1438.10,1438.10,1436.75,1437.10,5025,0
HDFCBANK,04/06/2021,14:43:00,1436.75,1437.25,1436.65,1436.70,9788,0
HDFCBANK,04/06/2021,14:44:00,1437.15,1437.15,1436.60,1436.60,5529,0
HDFCBANK,04/06/2021,14:45:00,1436.65,1438.20,1436.30,1437.90,15648,0
HDFCBANK,04/06/2021,14:46:00,1437.90,1437.90,1436.75,1437.45,6607,0
HDFCBANK,04/06/2021,14:47:00,1437.30,1437.70,1436.75,1437.65,7723,0
HDFCBANK,04/06/2021,14:48:00,1437.35,1437.75,1436.65,1436.75,9600,0
HDFCBANK,04/06/2021,14:49:00,1437.35,1437.35,1436.60,1436.90,9650,0
HDFCBANK,04/06/2021,14:50:00,1436.95,1437.90,1436.55,1437.50,19946,0
HDFCBANK,04/06/2021,14:51:00,1437.85,1438.25,1437.10,1437.60,22141,0
HDFCBANK,04/06/2021,14:52:00,1437.70,1439.30,1437.60,1439.00,41551,0
HDFCBANK,04/06/2021,14:53:00,1439.50,1441.60,1438.45,1440.25,46523,0
HDFCBANK,04/06/2021,14:54:00,1440.00,1440.50,1438.50,1439.55,17346,0
HDFCBANK,04/06/2021,14:55:00,1439.00,1439.90,1438.70,1439.05,13212,0
HDFCBANK,04/06/2021,14:56:00,1439.25,1439.45,1438.40,1438.45,10132,0
HDFCBANK,04/06/2021,14:57:00,1438.45,1438.70,1437.05,1437.75,17426,0
HDFCBANK,04/06/2021,14:58:00,1437.70,1438.00,1437.00,1437.50,17786,0
HDFCBANK,04/06/2021,14:59:00,1437.10,1439.00,1437.05,1438.75,14312,0
HDFCBANK,04/06/2021,15:00:00,1438.70,1440.25,1438.15,1439.20,28381,0
HDFCBANK,04/06/2021,15:01:00,1439.20,1439.20,1436.20,1437.50,31613,0
HDFCBANK,04/06/2021,15:02:00,1437.50,1439.00,1437.35,1438.40,13360,0
HDFCBANK,04/06/2021,15:03:00,1438.35,1439.00,1438.10,1438.10,15559,0
HDFCBANK,04/06/2021,15:04:00,1438.10,1439.60,1437.75,1439.10,37709,0
HDFCBANK,04/06/2021,15:05:00,1439.30,1439.95,1438.20,1438.65,25267,0
HDFCBANK,04/06/2021,15:06:00,1438.70,1440.00,1438.65,1440.00,24426,0
HDFCBANK,04/06/2021,15:07:00,1440.70,1440.70,1438.50,1439.25,32671,0
HDFCBANK,04/06/2021,15:08:00,1439.50,1439.50,1438.50,1439.00,13897,0
HDFCBANK,04/06/2021,15:09:00,1439.10,1439.30,1438.00,1438.00,25083,0
HDFCBANK,04/06/2021,15:10:00,1438.20,1438.45,1437.20,1437.50,26776,0
HDFCBANK,04/06/2021,15:11:00,1438.10,1438.70,1437.20,1438.55,24136,0
HDFCBANK,04/06/2021,15:12:00,1438.50,1439.00,1437.35,1438.70,26381,0
HDFCBANK,04/06/2021,15:13:00,1438.85,1439.50,1438.65,1439.20,23838,0
HDFCBANK,04/06/2021,15:14:00,1439.15,1441.15,1438.35,1441.00,62827,0
HDFCBANK,04/06/2021,15:15:00,1441.00,1441.95,1440.50,1441.00,30305,0
HDFCBANK,04/06/2021,15:16:00,1441.00,1441.80,1440.05,1441.10,34544,0
HDFCBANK,04/06/2021,15:17:00,1441.25,1441.95,1441.10,1441.55,25241,0
HDFCBANK,04/06/2021,15:18:00,1442.00,1442.00,1440.05,1440.45,41122,0
HDFCBANK,04/06/2021,15:19:00,1441.00,1441.50,1440.10,1440.55,36883,0
HDFCBANK,04/06/2021,15:20:00,1440.95,1441.50,1440.05,1441.25,29181,0
HDFCBANK,04/06/2021,15:21:00,1441.25,1442.00,1439.45,1440.55,117373,0
HDFCBANK,04/06/2021,15:22:00,1440.65,1441.45,1440.05,1441.35,24316,0
HDFCBANK,04/06/2021,15:23:00,1441.40,1442.90,1441.40,1442.85,16831,0
HDFCBANK,04/06/2021,15:24:00,1442.95,1443.40,1442.00,1442.60,18064,0
HDFCBANK,04/06/2021,15:25:00,1442.40,1443.00,1442.15,1442.25,15268,0
